stage_surcharge_m,dem_elevation_m,dem_slope_deg,hand_m,dist_river_km,rain_24h_mm,target_depth_m
2.06,19.83,1.7,5.17,10.14,39.75,0.09
3.31,42.52,4.34,0.9,2.87,86.42,4.09
2.67,16.82,4.39,7.75,13.54,0.19,0.04
1.53,24.83,2.11,7.22,12.04,32.48,0.13
1.67,42.15,0.24,1.47,13.1,10.83,0.0
2.27,5.58,1.1,11.96,9.18,138.4,0.0
0.7,6.68,4.56,4.4,13.27,67.59,0.03
0.31,44.75,4.51,9.76,10.23,36.64,0.0
1.09,43.77,2.38,1.7,7.72,60.59,0.87
2.72,35.18,1.66,12.94,13.98,18.92,0.0
