rain_1h,rain_lag1,delta_1h,acceleration,radar_dbz,cape_jkg,pwat_mm,target_rain_1h,target_heavy_rain
36.29,45.75,-9.46,0.62,49.9,2683.0,71.6,24.76,0
11.04,12.3,-1.25,-0.22,39.1,1965.0,69.1,7.68,0
20.52,24.5,-3.98,-1.04,41.5,1605.0,58.2,8.65,0
25.87,26.74,-0.87,0.43,48.2,998.0,55.8,18.62,0
3.11,3.63,-0.52,-0.25,30.7,2121.0,72.2,3.77,0
2.86,2.03,0.83,0.35,33.8,1451.0,72.3,7.12,0
11.33,13.49,-2.16,0.05,35.4,2276.0,73.8,9.98,0
6.35,4.6,1.75,-0.76,36.2,3145.0,40.0,7.05,0
21.98,27.12,-5.14,-2.48,48.3,1067.0,41.4,14.51,0
27.63,35.79,-8.16,-6.05,45.4,1309.0,62.1,19.76,0
5.23,4.59,0.65,-0.12,34.1,1935.0,56.7,9.15,0
3.24,2.68,0.56,-0.04,31.8,3125.0,35.7,1.96,0
18.2,21.1,-2.9,0.76,42.1,2652.0,37.5,9.69,0
3.86,3.28,0.57,0.14,31.8,2956.0,70.5,0.0,0
20.75,25.31,-4.55,1.36,43.4,1601.0,69.8,17.54,0
6.61,5.04,1.58,-0.06,34.9,3181.0,49.3,6.58,0
13.22,10.25,2.97,1.2,43.4,1047.0,70.6,13.92,0
1.2,1.55,-0.35,-0.08,25.2,927.0,58.7,0.0,0
11.73,12.96,-1.22,-0.0,40.6,2853.0,67.2,7.63,0
7.21,8.71,-1.5,-0.07,38.4,3025.0,52.1,4.5,0
10.6,9.48,1.12,0.26,38.9,1017.0,39.5,10.25,0
2.21,2.44,-0.23,0.12,27.0,1072.0,52.3,0.95,0
16.02,16.93,-0.91,0.36,41.1,880.0,53.3,11.02,0
23.84,25.31,-1.48,-0.95,45.0,1051.0,57.0,17.45,0
2.93,3.25,-0.32,0.13,28.4,1303.0,39.2,4.72,0
1.21,1.26,-0.05,-0.02,23.3,3128.0,74.7,1.47,0
0.29,0.27,0.01,0.01,13.3,2403.0,44.8,1.48,0
12.33,10.67,1.66,-0.25,44.7,2669.0,42.9,9.74,0
11.21,13.02,-1.81,0.03,34.3,2663.0,56.1,2.4,0
9.49,7.94,1.56,0.37,38.3,2084.0,56.5,8.18,0
3.17,3.53,-0.37,-0.24,34.5,2714.0,52.6,0.65,0
5.95,5.0,0.95,0.69,35.6,2230.0,65.9,6.58,0
10.83,11.65,-0.81,-0.38,41.1,1555.0,55.7,15.13,0
8.24,9.46,-1.22,0.47,37.9,2147.0,59.4,7.68,0
52.86,43.94,8.92,3.3,49.2,2080.0,63.9,96.96,1
1.76,1.3,0.46,0.02,22.5,2776.0,36.0,2.95,0
14.26,11.1,3.16,0.35,41.9,3156.0,57.8,13.09,0
6.22,6.61,-0.4,0.17,34.2,1787.0,70.4,5.76,0
6.71,8.11,-1.41,0.35,34.6,2632.0,35.7,8.4,0
15.17,11.03,4.14,2.19,40.9,1039.0,51.2,19.93,0
14.15,16.14,-1.99,-0.18,44.9,2664.0,72.0,9.48,0
56.87,51.46,5.41,-0.58,55.9,1691.0,49.1,52.38,1
1.65,1.63,0.02,-0.0,26.9,895.0,53.3,0.0,0
1.32,1.66,-0.34,-0.21,24.0,1672.0,74.3,2.49,0
15.46,13.9,1.56,0.74,39.7,2266.0,43.0,17.5,0
10.36,10.15,0.22,-0.03,40.2,1086.0,37.6,9.03,0
3.85,2.72,1.12,-0.39,35.9,3018.0,69.4,2.6,0
0.99,0.74,0.25,-0.04,22.5,986.0,69.7,1.72,0
1.07,0.92,0.16,0.11,18.8,3032.0,53.9,1.88,0
26.95,19.32,7.64,1.96,47.2,2497.0,55.6,50.63,1
2.56,2.76,-0.2,-0.04,31.5,1591.0,68.4,2.38,0
4.69,4.48,0.21,0.06,30.6,1738.0,64.5,3.79,0
3.08,3.17,-0.09,0.0,31.2,2578.0,45.6,4.55,0
5.26,4.23,1.03,0.56,35.5,2244.0,35.7,6.79,0
0.86,0.76,0.11,0.02,21.8,2412.0,54.2,0.0,0
8.78,9.65,-0.86,0.3,36.5,1734.0,69.4,4.93,0
0.84,1.07,-0.23,0.08,23.8,1971.0,70.8,0.07,0
19.33,14.12,5.22,1.03,42.8,3176.0,73.2,37.2,1
3.19,3.94,-0.75,-0.54,28.1,1313.0,70.2,2.37,0
9.32,9.75,-0.43,0.04,34.4,1803.0,58.2,6.35,0
25.45,26.43,-0.98,-0.62,48.0,1500.0,52.8,21.34,0
12.63,12.63,-0.0,-0.0,41.9,2636.0,66.0,10.07,0
9.14,6.78,2.36,-0.42,38.6,2634.0,64.6,11.02,0
4.7,3.55,1.16,-0.52,32.9,1502.0,56.5,5.32,0
4.86,5.15,-0.29,0.11,32.9,995.0,38.5,3.33,0
13.29,12.02,1.27,0.57,38.8,827.0,72.0,12.76,0
61.67,77.11,-15.44,3.71,50.8,1826.0,53.2,45.5,1
13.01,12.28,0.73,-0.01,36.6,1785.0,49.5,10.41,0
9.79,7.7,2.1,0.32,37.4,3172.0,60.2,10.63,0
15.74,17.77,-2.03,-0.9,41.5,1928.0,62.0,11.63,0
7.51,6.58,0.93,-0.33,38.2,1415.0,43.4,7.79,0
0.74,0.76,-0.01,-0.0,20.9,2939.0,68.5,0.0,0
9.91,11.09,-1.18,-0.15,40.5,1979.0,46.6,7.81,0
37.93,47.04,-9.11,-1.85,51.0,2238.0,42.5,27.79,0
2.31,2.72,-0.41,-0.23,31.0,1030.0,51.3,0.0,0
14.05,15.54,-1.49,0.41,42.3,1719.0,64.2,8.38,0
2.69,2.98,-0.29,-0.16,29.9,3066.0,73.6,0.0,0
9.21,11.67,-2.46,-0.99,36.5,2215.0,67.4,3.56,0
1.22,1.07,0.15,0.03,25.9,1627.0,72.6,2.34,0
7.18,5.03,2.15,0.88,40.1,2302.0,40.6,4.98,0
16.94,14.62,2.32,0.08,43.4,2985.0,37.8,15.4,0
5.12,4.26,0.87,-0.28,38.2,1458.0,57.3,6.11,0
13.12,14.39,-1.27,-0.47,37.8,2012.0,46.6,11.0,0
19.04,20.57,-1.53,-0.28,41.2,3101.0,68.1,14.31,0
31.44,33.2,-1.76,-0.58,48.7,1214.0,61.9,25.76,0
3.21,2.28,0.93,-0.06,31.6,2527.0,73.8,3.56,0
6.12,6.96,-0.84,-0.57,38.2,2275.0,45.2,4.03,0
1.98,1.77,0.21,0.06,27.7,2431.0,54.4,1.42,0
58.69,64.5,-5.81,2.26,49.6,1643.0,55.0,50.98,1
31.41,32.47,-1.07,-0.09,46.5,1553.0,44.6,27.57,0
9.32,8.44,0.88,0.42,35.5,2442.0,58.6,13.59,0
22.14,17.29,4.86,2.58,42.3,1317.0,52.7,21.79,0
8.83,6.68,2.15,0.31,40.1,1807.0,52.9,8.88,0
11.72,14.06,-2.33,-1.55,41.9,1252.0,49.5,5.32,0
1.12,1.4,-0.28,0.04,24.5,820.0,35.7,0.0,0
16.89,18.41,-1.52,-0.05,39.2,3128.0,55.9,17.12,0
1.64,1.25,0.39,0.26,25.7,1836.0,48.4,0.68,0
20.99,19.76,1.23,0.82,41.7,3126.0,35.1,22.73,0
18.28,20.79,-2.51,-0.98,45.6,1137.0,47.3,11.09,0
14.8,17.29,-2.49,-1.53,40.6,2210.0,46.1,8.39,0
0.44,0.34,0.1,-0.04,15.2,1282.0,50.7,0.0,0
4.33,3.03,1.3,0.81,33.3,2696.0,40.3,4.65,0
3.66,4.13,-0.47,0.04,30.8,2681.0,55.3,4.65,0
5.36,4.9,0.46,-0.12,37.6,1070.0,62.7,5.74,0
1.1,0.94,0.16,-0.03,22.2,2989.0,60.2,0.21,0
33.17,23.47,9.69,0.42,44.5,1267.0,67.2,34.62,0
9.68,9.92,-0.23,0.04,34.5,2271.0,53.1,7.44,0
4.38,5.3,-0.92,0.08,33.2,3166.0,55.8,1.28,0
6.07,7.74,-1.67,0.54,34.4,2918.0,67.4,2.39,0
7.11,7.39,-0.28,0.03,33.8,3096.0,52.1,7.92,0
11.01,11.11,-0.1,-0.02,42.1,1622.0,63.1,5.63,0
8.7,6.53,2.17,0.16,39.4,1053.0,52.4,12.14,0
30.22,31.1,-0.89,0.04,46.6,1252.0,51.7,24.41,0
8.25,7.65,0.59,0.28,40.4,2001.0,65.4,5.94,0
58.18,61.92,-3.74,-2.47,52.6,2704.0,42.0,47.76,1
22.88,21.35,1.53,0.74,43.1,1160.0,48.5,23.65,0
2.81,2.37,0.44,-0.03,28.1,2383.0,44.0,4.91,0
32.01,24.23,7.78,3.64,48.7,1577.0,49.4,34.43,0
1.48,1.32,0.16,-0.05,26.5,1619.0,44.2,3.53,0
20.41,15.47,4.94,-1.63,44.3,2389.0,58.2,16.86,0
5.75,4.63,1.11,-0.06,33.5,1921.0,66.9,4.59,0
25.24,32.62,-7.38,-4.06,46.7,2749.0,66.5,13.58,0
24.3,23.49,0.82,-0.15,43.7,1174.0,49.6,23.63,0
19.67,20.05,-0.38,0.16,43.5,2696.0,74.6,15.74,0
18.73,22.93,-4.2,1.38,46.3,954.0,58.8,15.11,0
4.36,5.66,-1.3,-0.8,31.9,1266.0,51.0,3.69,0
1.01,1.06,-0.05,-0.02,20.0,2375.0,68.4,0.0,0
6.19,7.35,-1.16,0.2,33.6,2852.0,64.2,3.35,0
2.29,2.05,0.24,0.05,30.7,1406.0,65.0,4.71,0
14.25,12.59,1.66,0.31,42.0,1585.0,42.8,11.77,0
5.1,4.8,0.3,0.1,34.1,2089.0,53.7,4.81,0
44.56,49.18,-4.61,0.91,48.4,1308.0,69.5,33.41,0
12.29,13.64,-1.34,-0.84,41.4,2747.0,55.2,8.69,0
20.74,18.44,2.3,-0.22,42.4,2657.0,62.3,19.05,0
1.71,1.33,0.38,0.15,27.3,1149.0,58.5,0.18,0
23.77,25.66,-1.89,0.9,43.6,1913.0,68.7,17.23,0
30.73,23.88,6.85,-0.11,45.0,2660.0,46.4,54.84,1
8.01,8.39,-0.38,0.02,36.2,1610.0,58.0,4.87,0
11.18,12.48,-1.3,-0.27,39.0,2319.0,39.9,6.93,0
17.37,19.46,-2.09,0.85,42.7,921.0,62.6,11.68,0
2.31,2.66,-0.35,-0.18,29.3,2261.0,64.3,1.52,0
8.38,10.25,-1.87,0.41,30.4,1166.0,36.7,7.84,0
6.1,6.1,0.0,0.0,34.0,2793.0,62.0,8.2,0
1.9,2.16,-0.26,-0.14,26.7,1653.0,51.6,0.0,0
5.5,5.89,-0.39,-0.09,37.9,1476.0,40.0,8.68,0
0.85,0.69,0.16,0.07,19.7,2818.0,51.8,0.0,0
0.31,0.22,0.09,0.03,15.3,920.0,42.8,2.5,0
1.74,1.52,0.23,-0.01,29.9,1752.0,51.6,0.19,0
39.6,38.25,1.35,0.75,45.9,1688.0,50.4,33.03,0
9.57,10.24,-0.67,0.08,39.5,1484.0,64.5,6.21,0
40.51,49.02,-8.51,-2.06,47.1,2988.0,66.0,28.02,0
6.8,5.56,1.24,0.58,35.3,2602.0,59.3,7.93,0
4.48,3.48,1.01,-0.01,31.8,953.0,35.9,5.83,0
8.47,10.82,-2.35,0.25,36.4,2515.0,72.2,3.77,0
6.95,5.31,1.63,0.16,41.9,2066.0,62.4,5.08,0
1.34,1.32,0.02,0.01,26.7,2962.0,36.4,0.0,0
12.29,12.92,-0.63,-0.45,42.6,1551.0,67.8,9.68,0
2.92,2.99,-0.07,-0.02,31.4,2178.0,43.0,2.01,0
11.6,8.72,2.88,1.04,36.8,2002.0,58.2,10.18,0
12.6,9.25,3.35,2.26,41.4,1975.0,53.7,14.11,0
1.98,1.51,0.47,-0.17,29.9,1895.0,51.8,6.48,0
0.76,0.8,-0.04,0.01,19.4,1294.0,70.6,0.0,0
18.21,18.7,-0.48,-0.2,45.1,2614.0,52.5,14.23,0
7.39,6.21,1.18,0.67,38.3,1883.0,38.0,8.38,0
0.72,0.78,-0.06,-0.04,24.4,3100.0,72.9,0.0,0
63.26,75.41,-12.15,-0.48,51.0,1426.0,71.8,46.73,1
0.71,0.52,0.2,-0.08,18.5,2439.0,62.4,0.0,0
14.25,14.23,0.02,0.0,40.7,3058.0,53.7,15.79,0
49.38,54.99,-5.61,1.12,53.0,2392.0,38.7,39.14,1
3.28,2.79,0.49,-0.06,27.6,2891.0,66.6,1.86,0
1.84,1.63,0.21,0.11,23.1,2786.0,38.0,0.56,0
1.55,1.66,-0.11,0.04,26.2,1664.0,37.7,0.23,0
4.34,5.37,-1.04,-0.6,32.3,2240.0,56.5,5.58,0
1.28,1.52,-0.24,-0.01,24.7,1175.0,41.4,0.0,0
14.14,14.84,-0.71,-0.19,43.3,2085.0,35.3,10.15,0
0.77,0.88,-0.11,0.04,20.1,1353.0,51.9,0.0,0
8.55,7.85,0.69,-0.04,34.2,2585.0,40.5,7.69,0
68.55,74.35,-5.8,2.22,56.5,2067.0,41.4,54.35,1
20.18,19.77,0.41,0.31,41.9,1787.0,38.1,14.53,0
11.46,9.33,2.13,1.17,37.8,1445.0,43.2,10.69,0
4.39,4.92,-0.53,-0.05,35.5,3197.0,63.6,3.16,0
11.73,12.13,-0.4,0.08,39.4,972.0,67.4,8.47,0
8.98,8.22,0.76,0.54,38.1,905.0,53.1,9.67,0
6.66,8.31,-1.64,0.09,37.2,1321.0,55.3,6.41,0
1.68,1.2,0.48,-0.14,28.8,3131.0,36.3,1.56,0
26.12,23.23,2.89,0.67,45.0,3150.0,37.8,24.8,0
7.17,5.26,1.91,1.39,39.7,2372.0,45.3,3.42,0
2.6,3.01,-0.42,0.21,25.4,2912.0,56.8,1.14,0
5.5,6.17,-0.67,0.13,36.4,1314.0,64.6,6.26,0
6.42,5.77,0.65,0.47,34.2,3133.0,59.2,5.17,0
21.09,23.31,-2.22,0.62,46.9,1143.0,50.7,15.1,0
15.87,14.88,0.99,-0.35,42.5,1043.0,39.7,18.63,0
17.6,20.31,-2.71,-0.65,41.6,1069.0,66.2,16.59,0
0.13,0.13,0.0,0.0,10.3,2176.0,49.6,1.05,0
6.46,6.12,0.34,0.04,37.8,2674.0,64.4,8.01,0
7.88,9.93,-2.05,-1.63,38.6,1680.0,55.5,0.43,0
0.23,0.2,0.03,0.01,10.8,3147.0,64.5,0.0,0
3.61,2.79,0.82,-0.33,31.0,1843.0,71.3,2.6,0
17.14,18.01,-0.87,-0.69,42.7,1161.0,71.8,13.33,0
1.77,2.27,-0.5,-0.02,26.9,1918.0,56.4,0.18,0
9.2,8.52,0.67,-0.09,39.9,2430.0,55.5,3.15,0
2.91,2.14,0.76,0.17,26.4,2797.0,45.6,3.81,0
0.15,0.13,0.01,-0.0,10.3,1901.0,72.4,1.22,0
3.31,3.32,-0.01,0.0,30.8,2225.0,53.3,6.01,0
44.69,35.63,9.07,-4.52,47.7,1442.0,40.1,41.43,1
19.41,21.25,-1.84,-0.16,42.1,2350.0,52.3,13.46,0
38.5,50.0,-11.5,-6.76,47.9,3166.0,40.1,17.82,0
8.03,7.8,0.23,0.06,30.3,918.0,55.1,6.41,0
1.39,1.27,0.12,0.1,23.9,2928.0,57.5,3.1,0
9.53,8.96,0.57,-0.07,36.9,2149.0,48.5,7.24,0
7.27,5.59,1.68,-0.23,37.9,1405.0,37.9,11.55,0
22.32,27.46,-5.13,1.5,43.0,3092.0,72.7,15.35,0
1.24,1.18,0.06,-0.02,24.1,1960.0,65.9,1.39,0
8.04,7.5,0.54,-0.07,40.6,1596.0,68.6,4.46,0
1.95,2.14,-0.19,-0.1,29.6,1236.0,49.7,2.08,0
4.71,4.55,0.16,0.11,35.6,1387.0,65.4,0.19,0
16.04,17.47,-1.43,-1.1,41.3,2799.0,54.4,13.77,0
7.76,5.71,2.04,-0.4,38.3,2275.0,43.0,9.33,0
5.66,6.72,-1.06,-0.69,34.6,2992.0,40.0,6.63,0
6.02,7.61,-1.59,0.12,35.1,1357.0,48.8,2.02,0
7.38,8.04,-0.66,0.23,37.7,1091.0,40.5,6.21,0
18.45,23.48,-5.03,-3.17,42.1,815.0,74.9,12.58,0
26.72,21.13,5.59,1.83,48.8,2019.0,37.0,48.49,1
37.3,36.8,0.51,-0.14,47.8,3196.0,52.6,30.28,0
18.55,19.69,-1.13,-0.07,44.5,2468.0,53.1,10.2,0
4.55,4.77,-0.22,0.03,36.4,1540.0,47.0,4.41,0
13.98,13.16,0.83,0.38,43.4,2904.0,57.9,12.24,0
6.91,6.24,0.67,0.06,33.6,2676.0,41.0,5.21,0
3.53,2.74,0.79,0.62,32.7,837.0,66.4,5.22,0
22.06,20.62,1.43,-0.61,46.2,2760.0,48.3,19.48,0
0.47,0.38,0.1,-0.0,19.6,1521.0,58.7,0.0,0
27.84,31.76,-3.92,-0.5,43.9,1159.0,63.6,17.02,0
7.43,6.13,1.3,0.2,35.6,1343.0,70.6,4.99,0
12.17,8.94,3.22,-0.29,42.4,1925.0,68.4,17.25,0
12.92,13.33,-0.41,-0.18,39.3,1820.0,59.3,12.11,0
27.06,28.61,-1.55,-0.99,45.3,1493.0,50.5,22.07,0
12.15,14.86,-2.71,-1.95,43.5,1213.0,55.1,7.62,0
11.42,11.95,-0.53,-0.29,39.8,2629.0,65.7,8.78,0
0.83,0.75,0.08,0.05,20.2,3176.0,70.1,3.1,0
8.77,10.36,-1.59,-0.34,36.3,2667.0,39.2,5.3,0
1.95,2.0,-0.05,-0.03,28.3,1510.0,50.4,2.77,0
16.05,12.0,4.05,-0.43,39.6,1388.0,66.0,15.59,0
8.61,8.96,-0.34,-0.01,37.5,1322.0,52.3,10.97,0
13.68,17.03,-3.35,0.29,41.9,1128.0,48.3,10.91,0
0.51,0.48,0.03,0.0,20.9,2123.0,51.5,2.95,0
1.06,0.93,0.13,-0.02,24.8,2253.0,59.1,0.0,0
15.12,11.88,3.23,2.43,40.5,2493.0,75.0,17.79,0
0.9,0.71,0.19,-0.02,24.6,2433.0,54.7,0.26,0
0.89,0.85,0.04,-0.01,21.6,1502.0,43.3,1.0,0
0.15,0.15,-0.01,-0.0,10.0,1593.0,41.5,3.39,0
37.62,28.15,9.47,-4.03,47.9,2436.0,36.7,63.89,1
16.05,20.28,-4.23,1.51,45.2,1639.0,57.4,11.56,0
5.23,6.03,-0.8,0.17,34.8,1310.0,56.8,4.82,0
4.22,4.44,-0.22,-0.02,33.0,1698.0,43.2,4.47,0
5.16,6.18,-1.02,-0.06,37.7,1453.0,62.8,2.78,0
17.88,13.38,4.5,2.43,40.2,1012.0,64.6,23.05,0
12.99,12.81,0.18,0.08,38.3,2792.0,45.4,8.6,0
2.46,2.65,-0.19,-0.01,26.0,2847.0,48.8,4.87,0
2.3,2.75,-0.45,0.03,29.5,1327.0,74.6,4.08,0
1.24,1.45,-0.21,0.02,24.9,955.0,50.0,4.72,0
12.96,11.22,1.73,0.88,43.9,2573.0,65.4,9.24,0
17.35,21.93,-4.59,1.98,43.3,1308.0,53.1,10.39,0
3.7,2.86,0.83,-0.4,31.3,1744.0,66.7,6.59,0
0.25,0.31,-0.06,-0.03,13.5,954.0,65.8,0.0,0
1.03,1.32,-0.29,-0.03,23.4,1343.0,61.7,0.0,0
41.25,33.26,7.99,-2.64,45.5,2703.0,69.2,69.3,1
4.2,4.76,-0.56,0.11,38.4,2731.0,72.6,3.6,0
17.6,12.74,4.85,3.46,44.0,1297.0,58.2,22.32,0
11.76,11.09,0.67,0.41,40.6,1606.0,44.5,10.18,0
5.77,5.83,-0.06,-0.02,36.4,1122.0,50.9,3.65,0
2.76,2.9,-0.13,-0.02,31.5,978.0,65.3,2.88,0
1.55,1.96,-0.41,-0.07,25.8,3181.0,61.0,1.96,0
11.45,12.64,-1.18,-0.91,38.7,2373.0,42.1,9.58,0
17.88,17.68,0.2,0.15,44.2,2101.0,37.0,15.02,0
12.39,14.69,-2.3,0.51,41.3,2637.0,62.3,5.19,0
9.07,11.52,-2.45,-1.36,36.7,2816.0,45.0,3.86,0
0.51,0.37,0.15,-0.04,21.2,2736.0,55.0,3.37,0
41.49,53.5,-12.01,2.67,49.5,840.0,64.9,28.15,0
19.24,14.46,4.78,1.81,45.0,1248.0,57.5,19.42,0
4.16,4.94,-0.78,-0.02,35.7,2372.0,38.3,5.23,0
46.93,40.74,6.18,4.4,49.8,1702.0,42.4,42.95,1
11.05,8.61,2.44,-0.94,40.3,3158.0,43.8,10.36,0
10.48,10.1,0.38,0.06,41.0,2397.0,45.3,9.46,0
16.54,17.97,-1.43,-0.99,41.1,3096.0,57.6,11.95,0
20.04,18.61,1.43,0.97,43.9,1283.0,55.2,18.46,0
12.82,9.4,3.43,-1.02,41.0,2873.0,43.1,12.59,0
1.64,1.74,-0.1,0.0,24.6,1571.0,37.7,0.0,0
4.95,6.15,-1.2,-0.36,38.8,3175.0,41.9,3.67,0
31.59,29.37,2.21,-0.65,44.2,1178.0,74.4,25.53,0
3.05,2.53,0.52,0.39,28.2,2039.0,53.7,3.38,0
5.59,5.39,0.19,0.13,37.6,2703.0,69.7,7.66,0
6.79,4.95,1.84,-0.52,37.7,1838.0,69.0,6.33,0
6.95,8.28,-1.34,0.46,34.4,1923.0,55.5,2.77,0
11.39,13.62,-2.23,0.87,41.1,3167.0,63.3,8.13,0
34.39,36.21,-1.82,-1.24,50.5,1821.0,42.7,26.02,0
3.3,3.01,0.29,-0.07,31.3,2250.0,62.5,4.18,0
1.55,1.83,-0.28,-0.01,31.3,931.0,45.9,0.83,0
2.64,2.73,-0.09,-0.01,26.3,2821.0,68.3,5.6,0
26.16,31.27,-5.12,-1.43,47.1,2356.0,38.3,20.72,0
12.46,13.44,-0.98,0.4,42.9,1770.0,65.9,9.71,0
4.04,4.73,-0.69,0.14,34.5,839.0,39.0,4.43,0
20.31,21.51,-1.2,-0.85,43.5,2220.0,70.2,15.44,0
23.71,22.49,1.22,0.83,44.4,830.0,47.2,21.27,0
22.49,28.67,-6.18,-3.19,45.5,803.0,61.2,13.38,0
30.15,30.89,-0.74,0.35,48.3,2279.0,54.5,26.74,0
3.49,3.71,-0.22,0.02,32.9,1254.0,49.7,5.69,0
16.88,14.05,2.83,0.9,44.7,1261.0,60.8,18.1,0
7.41,7.96,-0.56,0.08,34.9,2368.0,72.9,7.78,0
22.14,23.09,-0.95,-0.65,44.1,929.0,36.7,19.85,0
15.65,12.69,2.96,0.96,40.2,1552.0,71.8,16.66,0
17.98,13.23,4.75,-1.93,42.3,1159.0,59.4,15.74,0
12.81,13.61,-0.8,-0.55,42.8,2192.0,67.3,13.61,0
2.34,2.71,-0.37,-0.28,29.1,2388.0,50.4,5.28,0
9.45,9.58,-0.13,0.05,43.8,2531.0,53.9,7.49,0
50.14,41.92,8.22,1.58,50.6,1413.0,69.8,47.86,1
33.25,36.57,-3.32,0.35,47.5,1014.0,51.6,27.32,0
0.53,0.4,0.13,0.0,18.8,989.0,56.4,1.64,0
2.16,2.09,0.08,-0.02,27.1,1823.0,35.8,1.48,0
1.7,1.35,0.34,0.09,26.6,3070.0,41.3,0.0,0
15.53,12.59,2.94,2.19,44.3,1323.0,60.7,16.37,0
20.43,16.78,3.65,0.56,44.2,1416.0,63.7,21.09,0
2.88,2.69,0.2,-0.08,28.8,1042.0,58.3,4.02,0
8.46,6.18,2.28,0.7,36.0,2253.0,40.7,9.62,0
22.04,20.69,1.35,-0.08,43.6,2432.0,52.8,19.09,0
15.84,15.95,-0.11,-0.07,42.4,2343.0,49.2,15.36,0
9.38,9.28,0.09,0.01,41.0,2867.0,54.8,8.17,0
10.71,9.96,0.75,-0.19,36.8,1967.0,69.8,8.64,0
8.52,10.25,-1.73,0.44,37.3,1123.0,66.0,5.81,0
4.24,3.34,0.9,0.45,33.3,1495.0,38.4,0.84,0
9.99,10.02,-0.03,0.01,35.3,2390.0,70.6,8.1,0
14.01,10.33,3.68,1.83,39.7,2271.0,53.9,16.26,0
24.79,18.41,6.38,-1.48,44.0,2074.0,64.8,44.86,1
12.14,12.67,-0.54,0.04,38.8,2439.0,40.6,13.0,0
17.18,17.86,-0.68,-0.07,43.2,2330.0,61.8,13.6,0
2.09,2.57,-0.47,-0.34,27.8,2915.0,44.5,2.34,0
7.43,7.69,-0.26,-0.18,35.8,2206.0,52.5,7.68,0
0.11,0.14,-0.03,0.01,10.0,2669.0,35.7,4.76,0
3.4,2.48,0.92,-0.03,35.0,1397.0,41.1,3.8,0
15.56,11.8,3.75,-1.15,45.4,2428.0,38.7,13.39,0
57.66,41.89,15.77,2.57,47.3,2965.0,44.6,108.27,1
1.25,1.02,0.24,0.02,25.7,1726.0,39.0,4.96,0
6.16,6.31,-0.15,-0.1,35.3,2670.0,62.7,4.46,0
19.32,21.0,-1.69,-1.2,43.9,2539.0,36.2,16.65,0
2.74,1.99,0.75,-0.0,29.2,943.0,59.7,5.29,0
9.72,12.32,-2.6,-0.36,39.0,2196.0,40.6,8.43,0
15.85,19.1,-3.25,-2.16,42.5,1112.0,72.8,10.96,0
11.48,10.08,1.4,0.77,38.8,3122.0,72.3,9.51,0
2.5,1.87,0.63,-0.31,27.6,2747.0,44.0,2.31,0
5.27,4.23,1.04,-0.09,33.7,1063.0,59.6,6.08,0
18.38,14.26,4.11,0.2,43.7,1092.0,36.1,20.29,0
9.7,7.5,2.19,-0.44,40.0,2227.0,72.3,10.29,0
0.06,0.06,-0.0,0.0,10.0,1628.0,55.9,0.0,0
17.18,14.56,2.62,-1.18,41.8,884.0,36.7,17.19,0
0.43,0.39,0.04,0.01,17.7,2100.0,48.7,2.11,0
16.43,21.26,-4.83,0.77,44.4,1731.0,38.1,11.64,0
2.71,3.02,-0.3,0.13,32.3,1043.0,50.7,0.46,0
38.06,48.32,-10.25,2.05,48.2,2725.0,61.8,25.54,0
5.51,4.32,1.18,0.64,34.4,2996.0,53.8,7.54,0
4.75,4.41,0.34,0.2,34.2,2616.0,50.3,1.55,0
1.93,2.0,-0.06,-0.01,25.3,2774.0,39.8,0.0,0
4.38,3.27,1.11,0.05,32.9,1320.0,44.8,7.5,0
25.11,17.64,7.47,5.76,46.9,1433.0,39.0,28.92,0
67.3,74.19,-6.88,1.65,53.5,1300.0,67.3,54.16,1
5.51,5.98,-0.47,0.1,34.3,2636.0,40.4,2.24,0
7.14,6.76,0.38,-0.05,37.1,3075.0,58.8,7.8,0
15.36,15.27,0.1,-0.03,40.3,2520.0,48.7,13.67,0
26.08,24.76,1.32,-0.01,47.1,2916.0,44.0,19.9,0
10.79,7.71,3.08,2.11,39.4,2333.0,60.6,14.65,0
5.96,5.37,0.59,0.18,34.9,1730.0,53.3,5.83,0
6.39,5.15,1.24,0.04,35.2,1822.0,51.0,5.49,0
14.27,10.83,3.44,2.46,41.4,981.0,58.7,14.34,0
0.04,0.05,-0.01,0.0,10.0,875.0,54.7,0.0,0
11.6,12.29,-0.69,0.16,41.4,2469.0,47.1,10.61,0
5.27,5.99,-0.72,-0.17,33.8,1852.0,57.4,4.47,0
18.97,16.87,2.1,0.63,46.6,2125.0,61.8,17.33,0
1.17,1.1,0.08,-0.03,27.0,2138.0,36.1,3.59,0
10.65,8.97,1.68,0.04,37.7,1466.0,53.6,7.43,0
7.87,5.97,1.9,0.65,37.5,1942.0,37.3,6.96,0
12.34,9.96,2.38,0.97,39.2,1930.0,42.5,10.65,0
0.8,0.95,-0.14,-0.05,20.8,1732.0,57.4,0.02,0
10.41,11.52,-1.11,0.09,43.3,2770.0,69.6,8.25,0
9.89,10.17,-0.28,0.11,38.3,1883.0,70.3,9.11,0
9.87,9.72,0.15,0.01,39.6,2249.0,37.8,7.8,0
11.1,13.91,-2.81,0.94,40.8,2949.0,51.8,6.01,0
13.54,10.07,3.47,2.54,39.1,2879.0,58.3,17.89,0
19.62,17.03,2.58,0.3,42.0,2937.0,40.9,23.33,0
3.77,3.43,0.34,-0.03,29.8,1448.0,65.6,3.72,0
20.92,24.46,-3.54,-1.76,42.4,884.0,64.8,13.41,0
